page,price,location,alapterulet,szobak,erkely
443,90 000 Ft/hó,"Budapest XX. kerület, Kölcsey utca",12 m2,1,
443,185 000 Ft/hó,"Budapest XIII. kerület, Petneházy utca",32 m2,1,
443,295 000 Ft/hó,"Budapest XIII. kerület, Kassák Lajos utca 76.",54 m2,2 + 1 fél,
443,220 000 Ft/hó,"Budapest IV. kerület, József Attila utca 25.",40 m2,1,8 m2
443,374 844 Ft/hó,"Budapest VI. kerület, Király utca",55 m2,2,11 m2
443,598 155 Ft/hó,"Budapest II. kerület, Pálvölgy - Látóhegy",110 m2,3,
443,260 000 Ft/hó,"Budapest VI. kerület, Paulay Ede utca 57.",34 m2,2,
443,717 786 Ft/hó,"Budapest XIV. kerület, Ajtósi Dürer sor",80 m2,3,3 m2
443,638 032 Ft/hó,"Budapest V. kerület, Deák Ferenc utca",112 m2,3,5 m2
443,210 000 Ft/hó,"Budapest IV. kerület, Szíjgyártó utca",44 m2,1 + 1 fél,
443,250 000 Ft/hó,"Budapest VI. kerület, Jókai utca",86 m2,2 + 1 fél,
443,130 000 Ft/hó,"Budapest VIII. kerület, Kőbányai út",25 m2,1,
443,213 000 Ft/hó,"Budapest VI. kerület, Szív utca",35 m2,1,1 m2
443,260 000 Ft/hó,"Budapest I. kerület, Széna tér",45 m2,1 + 1 fél,6 m2
443,120 000 Ft/hó,"Budapest XIX. kerület, Nagykőrösi út 38.",12 m2,1,
443,120 000 Ft/hó,"Budapest XIX. kerület, Zoltán utca",13 m2,1,25 m2
444,269 000 Ft/hó,"Budapest IX. kerület, Lónyay utca 22.",71 m2,2,
444,350 000 Ft/hó,"Budapest XIII. kerület, Kárpát utca",68 m2,3,4 m2
444,996 925 Ft/hó,"Budapest V. kerület, Sas utca",120 m2,4,
444,299 000 Ft/hó,"Budapest II. kerület, Margit körút 15-17.",62 m2,1 + 1 fél,8 m2
444,330 979 Ft/hó,"Budapest VII. kerület, Kazinczy utca",47 m2,2,3 m2
444,300 000 Ft/hó,"Budapest I. kerület, Szabó Ilonka utca",39 m2,2,20 m2
444,398 770 Ft/hó,"Budapest I. kerület, Toldy Ferenc utca",45 m2,1 + 1 fél,2 m2
444,478 524 Ft/hó,"Budapest VII. kerület, Síp utca",132 m2,5,12 m2
444,1 080 000 Ft/hó,"Budapest XIII. kerület, Cserhalom utca",110 m2,5,113 m2
444,240 000 Ft/hó,"Budapest XI. kerület, Hengermalom köz",45 m2,1 + 1 fél,5 m2
444,300 000 Ft/hó,"Budapest XXII. kerület, Tegzes utca",64 m2,2,6 m2
444,1 276 064 Ft/hó,"Budapest XI. kerület, Gellérthegy",156 m2,4,15 m2
444,280 000 Ft/hó,"Budapest V. kerület, Bank utca",32 m2,1,
444,1 160 000 Ft/hó,"Budapest II. kerület, Zöldkert út",140 m2,4,25 m2
444,210 000 Ft/hó,"Budapest XVI. kerület, Hermina út",57 m2,3 fél,1 m2
444,65 000 Ft/hó,"Budapest XVIII. kerület, Baross utca",15 m2,1,
444,520 570 Ft/hó,"Budapest V. kerület, Báthory utca 23.",76 m2,2,
444,125 000 Ft/hó,"Budapest X. kerület, Jászberényi út",15 m2,1,
444,180 000 Ft/hó,"Budapest VIII. kerület, Karácsony Sándor utca",41 m2,1,
444,250 000 Ft/hó,"Budapest X. kerület, Cserkesz utca",56 m2,1 + 1 fél,
445,130 000 Ft/hó,"Budapest VIII. kerület, József körút 20.",16 m2,1,
445,440 000 Ft/hó,"Budapest IX. kerület, Lónyay utca",51 m2,3,11 m2
445,230 000 Ft/hó,"Budapest V. kerület, Nádor utca",38 m2,1,
445,279 000 Ft/hó,"Budapest XII. kerület, Maros utca",46 m2,1 + 1 fél,20 m2
445,145 000 Ft/hó,"Budapest VI. kerület, Izabella utca",90 m2,4,
445,275 151 Ft/hó,"Budapest VI. kerület, Dessewffy utca",60 m2,2,
445,250 000 Ft/hó,"Budapest XIV. kerület, Fogaras köz",51 m2,1 + 1 fél,1 m2
445,598 155 Ft/hó,"Budapest III. kerület, Hármashatárhegy",110 m2,4,10 m2
445,260 000 Ft/hó,"Budapest IX. kerület, Likőr utca",26 m2,1,7 m2
445,225 000 Ft/hó,"Budapest XI. kerület, Fehérvári út",40 m2,1 + 1 fél,
445,285 000 Ft/hó,"Budapest IX. kerület, Ipar utca 2/B",56 m2,1 + 1 fél,4 m2
445,280 000 Ft/hó,"Budapest VI. kerület, Király utca",58 m2,1,
445,290 000 Ft/hó,"Budapest XII. kerület, Szendi árok",67 m2,2,2 m2
445,120 000 Ft/hó,"Budapest XIX. kerület, Zalaegerszeg utca",9 m2,1 fél,
445,395 000 Ft/hó,"Budapest XIII. kerület, Jász utca",64 m2,3,20 m2
445,220 000 Ft/hó,"Budapest XV. kerület, Kert köz",51 m2,1 + 1 fél,2 m2
445,480 000 Ft/hó,"Budapest VI. kerület, Szondi utca",72 m2,3,6 m2
445,220 000 Ft/hó,"Budapest XV. kerület, Kert köz",51 m2,1 + 1 fél,2 m2
445,220 000 Ft/hó,"Budapest III. kerület, Szőlő utca",51 m2,2,
445,480 000 Ft/hó,"Budapest II. kerület, Lajos utca 33.",124 m2,3,
446,390 000 Ft/hó,"Budapest I. kerület, Naphegy utca 16.",55 m2,1 + 2 fél,
446,210 000 Ft/hó,"Budapest XIV. kerület, Dózsa György út",34 m2,1,
446,350 000 Ft/hó,"Budapest VI. kerület, Szív utca",65 m2,3,5 m2
446,490 000 Ft/hó,"Budapest I. kerület, Krisztina körút",65 m2,2,
446,320 000 Ft/hó,"Budapest VIII. kerület, Víg utca",48 m2,2,4 m2
446,300 000 Ft/hó,"Budapest IX. kerület, Balázs Béla utca",57 m2,2,
446,1 400 000 Ft/hó,"Budapest VI. kerület, Andrássy út 132.",97 m2,3,6 m2
446,120 000 Ft/hó,"Budapest XVIII. kerület, Mikszáth Kálmán utca",12 m2,1,
446,60 000 Ft/hó,"Budapest XVIII. kerület, Jegenye fasor",12 m2,1,
446,320 000 Ft/hó,"Budapest VIII. kerület, Gyulai Pál utca",64 m2,3,
446,240 000 Ft/hó,"Budapest XIII. kerület, Viza utca",40 m2,1,6 m2
446,160 000 Ft/hó,"Budapest VIII. kerület, Szeszgyár utca 4.",33 m2,1,
446,285 000 Ft/hó,"Budapest III. kerület, Bogdáni út",34 m2,1,12 m2
446,330 000 Ft/hó,"Budapest II. kerület, Bem József utca",50 m2,2,4.5 m2
446,300 000 Ft/hó,"Budapest II. kerület, Fekete István utca",35 m2,2,8 m2
446,773 614 Ft/hó,"Budapest II. kerület, Bem József utca",91 m2,3,5 m2
446,681 000 Ft/hó,"Budapest IX. kerület, Lechner Ödön fasor",60 m2,2,13 m2
446,210 000 Ft/hó,"Budapest IV. kerület, Bőröndös utca",38 m2,1 fél,1 m2
446,300 000 Ft/hó,"Budapest II. kerület, Fő utca 73.",62 m2,1 + 1 fél,
446,300 000 Ft/hó,"Budapest IX. kerület, Tóth Kálmán utca 21.",48 m2,2,7 m2
447,290 000 Ft/hó,"Budapest III. kerület, Hollós Korvin Lajos utca 1.",51 m2,2,
447,220 000 Ft/hó,"Budapest XIV. kerület, Szugló utca 66.",41 m2,2,6 m2
447,90 000 Ft/hó,"Budapest XX. kerület, Akácfa utca",15 m2,1,
447,260 000 Ft/hó,"Budapest XII. kerület, Hajnóczy József utca 2.",48 m2,2,
447,350 000 Ft/hó,"Budapest XXII. kerület, Káldor Adolf utca",85 m2,3,45 m2
447,370 000 Ft/hó,"Budapest XIII. kerület, Pozsonyi út",70 m2,3,6 m2
447,320 000 Ft/hó,"Budapest IX. kerület, Mester utca 29.",44 m2,1 + 1 fél,5 m2
447,240 000 Ft/hó,"Budapest III. kerület, Hímző utca",66 m2,4,6 m2
447,600 000 Ft/hó,"Budapest IX. kerület, Lechner Ödön fasor",60 m2,2,13 m2
447,760 000 Ft/hó,"Budapest II. kerület, Szépvölgy",110 m2,3,
447,310 000 Ft/hó,"Budapest VIII. kerület, József körút 67.",50 m2,2,
447,350 000 Ft/hó,"Budapest VII. kerület, Tivadar utca 2.",70 m2,2,
447,370 000 Ft/hó,"Budapest VIII. kerület, Józsefváros - Magdolnanegyed",50 m2,2,27 m2
447,350 000 Ft/hó,"Budapest VIII. kerület, Józsefváros - Magdolnanegyed",51 m2,2,5 m2
447,265 000 Ft/hó,"Budapest VIII. kerület, Józsefváros - Magdolnanegyed",42 m2,2,3 m2
447,290 000 Ft/hó,"Budapest VIII. kerület, Józsefváros - Magdolnanegyed",42 m2,2,4.5 m2
447,368 000 Ft/hó,"Budapest XIII. kerület, Röppentyű utca",68 m2,3,5 m2
447,175 000 Ft/hó,"Budapest XIII. kerület, Kassák Lajos utca",25 m2,1,
447,260 000 Ft/hó,"Budapest V. kerület, Október 6. utca 18.",72 m2,2,
447,170 000 Ft/hó,"Budapest IV. kerület, Károlyi István utca",27 m2,1,8 m2
448,295 000 Ft/hó,"Budapest XI. kerület, Budafoki út",44 m2,1,12 m2
448,275 000 Ft/hó,"Budapest IX. kerület, Soroksári út 20.",84 m2,5,
448,270 000 Ft/hó,"Budapest XIII. kerület, Petneházy utca",51 m2,2,1 m2
448,390 000 Ft/hó,"Budapest VIII. kerület, Corvin sétány 4.",47 m2,1 + 1 fél,10 m2
448,280 000 Ft/hó,"Budapest IX. kerület, Ráday utca 23.",64 m2,2,
448,390 000 Ft/hó,"Budapest VIII. kerület, Corvin sétány 4.",37 m2,1,
448,200 000 Ft/hó,"Budapest VIII. kerület, II. János Pál pápa tér",39 m2,1,
448,260 000 Ft/hó,"Budapest XIV. kerület, Istvánmezei út",51 m2,2,4 m2
448,471 000 Ft/hó,"Budapest XIII. kerület, Röppentyű utca",80 m2,3,10 m2
448,280 000 Ft/hó,"Budapest VI. kerület, Csengery utca 66.",42 m2,1,
448,210 000 Ft/hó,"Budapest XIII. kerület, Lehel utca",44 m2,1,4 m2
448,600 000 Ft/hó,"Budapest I. kerület, Döbrentei utca",127 m2,4,
448,996 925 Ft/hó,"Budapest V. kerület, Párizsi utca",128 m2,4,
448,220 000 Ft/hó,"Budapest XI. kerület, Eszék utca 2.",54 m2,1,2 m2
448,190 000 Ft/hó,"Budapest XIV. kerület, Padlizsán utca",52 m2,2,2 m2
448,220 000 Ft/hó,"Budapest XI. kerület, Eszék utca 2.",54 m2,1 + 1 fél,2 m2
448,319 016 Ft/hó,"Budapest VI. kerület, Nagymező utca",56 m2,3,
448,300 000 Ft/hó,"Budapest XIII. kerület, Sólyatér utca",49 m2,2,14 m2
448,540 000 Ft/hó,"Budapest I. kerület, Attila út 23.",50 m2,2,
448,389 000 Ft/hó,"Budapest VIII. kerület, Baross utca 3.",90 m2,3,
449,389 000 Ft/hó,"Budapest VIII. kerület, Baross utca 3.",90 m2,3,
449,599 000 Ft/hó,"Budapest I. kerület, Zsolt utca 8A",80 m2,3,7 m2
449,150 000 Ft/hó,"Budapest VIII. kerület, Kőbányai út",15 m2,1,
449,200 000 Ft/hó,"Budapest XIII. kerület, Népfürdő utca",36 m2,1,
449,290 000 Ft/hó,"Budapest XIII. kerület, Röppentyű utca",46 m2,2,
449,230 000 Ft/hó,"Budapest V. kerület, Szent István körút 25.",46 m2,1,
449,518 401 Ft/hó,"Budapest V. kerület, Belváros",108 m2,3,10 m2
449,299 078 Ft/hó,"Budapest VII. kerület, Holló utca 12-14.",50 m2,2,
449,90 000 Ft/hó,"Budapest XIX. kerület, Zalaegerszeg utca",6 m2,1 fél,15 m2
449,50 000 Ft/hó,"Budapest XIX. kerület, Templom tér",12 m2,1,
449,395 000 Ft/hó,"Budapest V. kerület, Október 6. utca",85 m2,3,6 m2
449,1 400 000 Ft/hó,"Budapest II. kerület, Rómer Flóris utca 55.",160 m2,4,20 m2
449,150 000 Ft/hó,"Budapest VIII. kerület, Kőbányai út 21.",25 m2,1,
449,147 000 Ft/hó,"Budapest IX. kerület, Lónyay utca 24.",15 m2,3,
449,200 000 Ft/hó,"Budapest VIII. kerület, Kun utca",40 m2,1,
449,165 000 Ft/hó,"Budapest XI. kerület, Lágymányosi utca",36 m2,1 + 1 fél,
449,390 795 Ft/hó,"Budapest VI. kerület, Paulay Ede utca",59 m2,3,3 m2
449,247 000 Ft/hó,"Budapest XII. kerület, Zsolna utca 28A",70 m2,1 + 1 fél,10 m2
449,290 000 Ft/hó,"Budapest I. kerület, Kuny Domokos utca",50 m2,2,
449,290 000 Ft/hó,"Budapest I. kerület, Kuny Domokos utca",50 m2,2,
450,269 500 Ft/hó,"Budapest XI. kerület, Bartók Béla út",90 m2,3 + 1 fél,
450,1 200 000 Ft/hó,"Budapest II. kerület, Battai út",126 m2,3,15 m2
450,338 955 Ft/hó,"Budapest VI. kerület, Külső-Terézváros",78 m2,2,
450,422 000 Ft/hó,"Budapest III. kerület, Római part",81 m2,3,12 m2
450,1 595 080 Ft/hó,"Budapest XIII. kerület, Vizafogó",200 m2,2,
450,210 000 Ft/hó,"Budapest XIX. kerület, Kosárfonó utca",53 m2,2,1 m2
450,180 000 Ft/hó,"Budapest XIII. kerület, Fiastyúk utca",34 m2,1,
450,200 000 Ft/hó,"Budapest VI. kerület, Bajcsy-Zsilinszky út",43 m2,1,
450,250 000 Ft/hó,"Budapest I. kerület, Ág utca",28 m2,1,
450,290 000 Ft/hó,"Budapest VII. kerület, Damjanich utca",72 m2,2,2 m2
450,220 000 Ft/hó,"Budapest VIII. kerület, Puskin utca",31 m2,1,
450,135 000 Ft/hó,"Budapest XIII. kerület, Gyöngyösi utca",15 m2,1,
450,160 000 Ft/hó,"Budapest XXI. kerület, Szabadság utca",36 m2,1,
450,230 000 Ft/hó,"Budapest I. kerület, Pálya utca",45 m2,1,15 m2
450,185 000 Ft/hó,"Budapest XIII. kerület, Szent László út",33 m2,1,
450,180 000 Ft/hó,"Budapest XXI. kerület, Ady Endre út 3.",46 m2,1 + 1 fél,
450,558 278 Ft/hó,"Budapest XII. kerület, Németvölgyi út",84 m2,2 + 2 fél,6 m2
450,180 000 Ft/hó,"Budapest VII. kerület, Dembinszky utca",28 m2,1,
450,200 000 Ft/hó,"Budapest VII. kerület, Nyár utca 7.",40 m2,1 + 1 fél,
450,255 000 Ft/hó,"Budapest VIII. kerület, Horánszky utca",30 m2,1,
451,598 155 Ft/hó,"Budapest III. kerület, Perényi út",75 m2,3,10 m2
451,230 000 Ft/hó,"Budapest IX. kerület, Lónyay utca 43.",37 m2,1,
451,270 000 Ft/hó,"Budapest III. kerület, Amfiteátrum utca",51 m2,2 + 1 fél,
451,199 000 Ft/hó,"Budapest XIV. kerület, Fogarasi út 117.",55 m2,1 + 2 fél,
451,125 000 Ft/hó,"Budapest VII. kerület, Csengery utca 6.",14 m2,1,
451,105 000 Ft/hó,"Budapest XIX. kerület, Vas Gereben utca 2-4.",15 m2,1,
451,98 000 Ft/hó,"Budapest V. kerület, Bajcsy-Zsilinszky út",15 m2,1,
451,700 000 Ft/hó,"Budapest V. kerület, Hold utca 21.",120 m2,6,
451,180 000 Ft/hó,"Budapest XIV. kerület, Columbus utca",35 m2,1,
451,200 000 Ft/hó,"Budapest XI. kerület, Allende park",52 m2,2,
451,400 000 Ft/hó,"Budapest XII. kerület, Kiss János altábornagy utca 24/b",82 m2,3,7 m2
451,320 000 Ft/hó,"Budapest XIV. kerület, Bosnyák tér 1.",50 m2,2,11 m2
451,750 000 Ft/hó,"Budapest V. kerület, Veres Pálné utca",105 m2,3,
451,478 524 Ft/hó,"Budapest VI. kerület, Király utca 40.",40 m2,2 + 1 fél,
451,180 000 Ft/hó,"Budapest VIII. kerület, József utca 12.",28 m2,1,
451,810 000 Ft/hó,"Budapest XIII. kerület, Népfürdő utca",100 m2,3,20 m2
451,250 000 Ft/hó,"Budapest XVIII. kerület, Németh József utca",51 m2,2,10 m2
451,480 000 Ft/hó,"Budapest VI. kerület, Teréz körút 56.",75 m2,2,
451,320 000 Ft/hó,"Budapest VI. kerület, Nagymező utca",54 m2,2,
451,250 000 Ft/hó,"Budapest IV. kerület, Görgey Artúr utca",67 m2,2,
452,350 000 Ft/hó,"Budapest XIII. kerület, Danubius utca",55 m2,2,14 m2
452,285 000 Ft/hó,"Budapest X. kerület, Somfa utca",47 m2,2,5 m2
452,340 000 Ft/hó,"Budapest VII. kerület, Rottenbiller utca 68.",100 m2,2 + 1 fél,
452,250 000 Ft/hó,"Budapest VI. kerület, Csengery utca 55.",42 m2,2,
452,350 000 Ft/hó,"Budapest II. kerület, Zöldlomb utca",60 m2,3,
452,260 000 Ft/hó,"Budapest I. kerület, Hegyalja út",36 m2,1,16 m2
452,320 000 Ft/hó,"Budapest VIII. kerület, Corvin sétány 9.",47 m2,2,
452,160 000 Ft/hó,"Budapest XII. kerület, Győri út 2c",20 m2,1,
452,3 509 176 Ft/hó,"Budapest XIII. kerület, Marina sétány",209 m2,4,77 m2
452,340 000 Ft/hó,"Budapest III. kerület, Kiscelli köz",64 m2,2 + 1 fél,5 m2
452,639 000 Ft/hó,"Budapest XII. kerület, Királyhágó tér",95 m2,4,24 m2
452,250 000 Ft/hó,"Budapest IX. kerület, Üllői út 30.",50 m2,2,
452,320 000 Ft/hó,"Budapest VII. kerület, Erzsébet körút",56 m2,1,3 m2
452,250 000 Ft/hó,"Budapest X. kerület, Téglavető utca",55 m2,2,
452,245 000 Ft/hó,"Budapest VI. kerület, Teréz körút 26.",41 m2,2,
452,1 116 556 Ft/hó,"Budapest III. kerület, Táborhegy",161 m2,4,19.7 m2
452,220 000 Ft/hó,"Budapest VIII. kerület, Baross utca 6.",37 m2,1,
452,220 000 Ft/hó,"Budapest VIII. kerület, Baross utca 6.",37 m2,1,
452,1 036 802 Ft/hó,"Budapest V. kerület, Lipótváros",97 m2,3,
452,299 078 Ft/hó,"Budapest VIII. kerület, Corvin sétány 7.",45 m2,2,6 m2
453,319 864 Ft/hó,"Budapest V. kerület, Régi posta utca 15.",42 m2,1 + 1 fél,
453,480 000 Ft/hó,"Budapest VI. kerület, Káldy Gyula utca",90 m2,3,
453,350 000 Ft/hó,"Budapest VII. kerület, Kazinczy utca",71 m2,3,4 m2
453,250 000 Ft/hó,"Budapest XIII. kerület, Madarász Viktor utca",58 m2,3,
453,189 000 Ft/hó,"Budapest XX. kerület, Török Flóris utca 86-88.",42 m2,2,3 m2
453,230 000 Ft/hó,"Budapest XI. kerület, Alsóhegy utca",26 m2,1,
453,250 000 Ft/hó,"Budapest VIII. kerület, Józsefváros - Palotanegyed",47 m2,1 + 1 fél,
453,220 000 Ft/hó,"Budapest XIV. kerület, Kalocsai utca 54/b",56 m2,2,5 m2
453,280 000 Ft/hó,"Budapest VIII. kerület, Práter utca",47 m2,2,8 m2
453,478 524 Ft/hó,"Budapest VII. kerület, Rottenbiller utca",130 m2,4,
453,1 116 556 Ft/hó,"Budapest V. kerület, Október 6. utca",130 m2,3,
453,290 000 Ft/hó,"Budapest XI. kerület, Muskotály utca",76 m2,3,10 m2
453,300 000 Ft/hó,"Budapest IV. kerület, Tél utca",68 m2,2 + 2 fél,
453,400 000 Ft/hó,"Budapest VI. kerület, Aradi utca",120 m2,3,
453,900 000 Ft/hó,"Budapest XIII. kerület, Marina sétány",75 m2,3,20 m2
453,170 000 Ft/hó,"Budapest XIV. kerület, Dózsa György út",35 m2,1,
453,300 000 Ft/hó,"Budapest VIII. kerület, Kőris utca 1.",45 m2,1 + 1 fél,6 m2
453,380 000 Ft/hó,"Budapest XII. kerület, Márvány utca",66 m2,4,
453,320 000 Ft/hó,"Budapest XIV. kerület, Bosnyák utca 48-50.",50 m2,2,10 m2
453,300 000 Ft/hó,"Budapest XI. kerület, Vahot utca",51 m2,2,
454,90 000 Ft/hó,"Budapest VII. kerület, Dózsa György út 8.",12 m2,7,
454,280 000 Ft/hó,"Budapest VIII. kerület, Corvin sétány 1D",47 m2,2,6 m2
454,350 000 Ft/hó,"Budapest V. kerület, Régi posta utca",80 m2,3,
454,350 000 Ft/hó,"Budapest II. kerület, Zöldlomb utca",60 m2,3,
454,478 524 Ft/hó,"Budapest XI. kerület, Bíró László József körút",58 m2,3,15 m2
454,330 000 Ft/hó,"Budapest VIII. kerület, Üllői út 60-62.",63 m2,3,6 m2
454,777 602 Ft/hó,"Budapest V. kerület, Só utca",71 m2,3,
454,160 000 Ft/hó,"Budapest III. kerület, Hévízi út",27 m2,1,
454,280 000 Ft/hó,"Budapest VIII. kerület, Auróra utca",55 m2,2,5 m2
454,1 032 814 Ft/hó,"Budapest XI. kerület, Barackmag utca",146 m2,5,
454,200 000 Ft/hó,"Budapest VII. kerület, Rottenbiller utca 4.",22 m2,1,
454,800 000 Ft/hó,"Budapest VII. kerület, Károly körút",100 m2,3,2 m2
454,857 356 Ft/hó,"Budapest II. kerület, Pálvölgy",88 m2,3,10 m2
454,280 000 Ft/hó,"Budapest II. kerület, Margit körút",38 m2,1 + 1 fél,
454,279 139 Ft/hó,"Budapest VIII. kerület, Illés utca 6.",48 m2,2,
454,190 000 Ft/hó,"Budapest II. kerület, Margit körút",27 m2,1,
454,210 000 Ft/hó,"Budapest XIV. kerület, Angol utca",28 m2,1,
454,650 000 Ft/hó,"Budapest VI. kerület, Eötvös utca",104 m2,5,
454,349 000 Ft/hó,"Budapest XIII. kerület, Párkány utca 4/b",70 m2,3,14 m2
454,185 000 Ft/hó,"Budapest XIX. kerület, Teleki utca",30 m2,1,6 m2
455,219 000 Ft/hó,"Budapest VI. kerület, Paulay Ede utca",33 m2,1,
455,290 000 Ft/hó,"Budapest XVIII. kerület, Margó Tivadar utca",50 m2,1 + 2 fél,7 m2
455,600 000 Ft/hó,"Budapest II. kerület, Bimbó út",75 m2,2 + 1 fél,10 m2
455,240 000 Ft/hó,"Budapest III. kerület, Meggyfa utca",45 m2,1 + 1 fél,
455,95 000 Ft/hó,"Budapest III. kerület, Temes utca",12 m2,1,
455,650 000 Ft/hó,"Budapest VI. kerület, Belső-Terézváros",135 m2,3,6 m2
455,80 000 Ft/hó,"Budapest XVI. kerület, Lillafüred utca 24.",11 m2,4,
455,220 000 Ft/hó,"Budapest VI. kerület, Szív utca",60 m2,2,
455,398 770 Ft/hó,"Budapest V. kerület, Belváros",53 m2,2,
455,75 000 Ft/hó,"Budapest XVIII. kerület, Kupeczky János utca",20 m2,3,12 m2
455,350 000 Ft/hó,"Budapest VI. kerület, Andrássy út 26.",100 m2,3,
455,630 000 Ft/hó,"Budapest V. kerület, Károly körút 13.",68 m2,3,
455,1 395 695 Ft/hó,"Budapest I. kerület, Víziváros - Váralja",175 m2,3,
455,1 076 679 Ft/hó,"Budapest III. kerület, Kenyeres utca",110 m2,5,25 m2
455,220 000 Ft/hó,"Budapest XIII. kerület, Fiastyúk utca",48 m2,2,
455,75 000 Ft/hó,"Budapest XIV. kerület, Gvadányi utca",20 m2,1 + 2 fél,3 m2
455,478 524 Ft/hó,"Budapest VII. kerület, Erzsébet körút",92 m2,3,
455,1 196 310 Ft/hó,"Budapest V. kerület, Hold utca 29.",82 m2,3,
455,800 000 Ft/hó,"Budapest VI. kerület, Nagymező utca",100 m2,3,
455,1 010 000 Ft/hó,"Budapest V. kerület, Vörösmarty tér",93 m2,3,
456,120 000 Ft/hó,"Budapest VI. kerület, Király utca",15 m2,1,
456,120 000 Ft/hó,"Budapest VIII. kerület, Baross utca",10 m2,1,
456,165 000 Ft/hó,"Budapest IX. kerület, Aszódi utca",35 m2,1,
456,666 000 Ft/hó,"Budapest VII. kerület, Klauzál utca 16.",94 m2,3,
456,280 000 Ft/hó,"Budapest XIII. kerület, Csata utca 29.",48 m2,2,3 m2
456,260 000 Ft/hó,"Budapest VII. kerület, Akácfa utca 45.",34 m2,1,5 m2
456,360 000 Ft/hó,"Budapest XIII. kerület, Lehel utca",50 m2,2,5 m2
456,200 000 Ft/hó,"Budapest XXII. kerület, Barackos út",50 m2,1 + 1 fél,3 m2
456,585 000 Ft/hó,"Budapest I. kerület, Lovas út",72 m2,1 + 1 fél,6 m2
456,175 000 Ft/hó,"Budapest XIV. kerület, Gvadányi utca",46 m2,2,
456,410 000 Ft/hó,"Budapest II. kerület, Árpád fejedelem útja",78 m2,2 + 1 fél,
456,340 000 Ft/hó,"Budapest VI. kerület, Bajnok utca",95 m2,3,
456,200 000 Ft/hó,"Budapest XXII. kerület, Barackos út",45 m2,1 + 1 fél,3 m2
456,160 000 Ft/hó,"Budapest XI. kerület, Budafoki út",37 m2,1,
456,450 000 Ft/hó,"Budapest VIII. kerület, József körút",107 m2,3,2 m2
456,200 000 Ft/hó,"Budapest XI. kerület, Etele út",52 m2,2,
456,590 000 Ft/hó,"Budapest XI. kerület, Iglói utca",75 m2,3,8 m2
456,190 000 Ft/hó,"Budapest XIX. kerület, Zoltán utca",39 m2,1,
456,69 000 Ft/hó,"Budapest XVI. kerület, Táncsics utca",76 m2,3,
456,610 800 Ft/hó,"Budapest XIII. kerület, Vizafogó - Marinapart",60 m2,3,10 m2
457,598 155 Ft/hó,"Budapest III. kerület, Perényi út",75 m2,3,
457,225 000 Ft/hó,"Budapest IV. kerület, Munkásotthon utca",57 m2,1,4 m2
457,300 000 Ft/hó,"Budapest XII. kerület, Susogó utca",60 m2,2,12 m2
457,93 500 Ft/hó,"Budapest VIII. kerület, Kiss József utca 2A",5 m2,1 fél,
457,1 225 650 Ft/hó,"Budapest V. kerület, Belváros",117 m2,4,
457,230 000 Ft/hó,"Budapest VI. kerület, Székely Mihály utca",60 m2,2 + 1 fél,
457,638 032 Ft/hó,"Budapest II. kerület, Kurucles",91 m2,3,25 m2
457,250 000 Ft/hó,"Budapest XV. kerület, Bocskai utca",40 m2,1 + 1 fél,
457,75 000 Ft/hó,"Budapest XXIII. kerület, Telefondűlő út 3.",14 m2,1 + 1 fél,
457,210 000 Ft/hó,"Budapest V. kerület, Régi posta utca",46 m2,1,
457,910 000 Ft/hó,"Budapest VII. kerület, Károly körút",90 m2,2 + 1 fél,70 m2
457,490 000 Ft/hó,"Budapest XI. kerület, Csorbai utca",130 m2,4,20 m2
457,70 000 Ft/hó,"Budapest XIII. kerület, Párkány utca",6 m2,1 fél,
457,285 000 Ft/hó,"Budapest X. kerület, Kékvirág utca",62 m2,3,3 m2
457,195 000 Ft/hó,"Budapest V. kerület, Aulich utca 3.",74 m2,1,
457,650 000 Ft/hó,"Budapest XI. kerület, Virágkertész utca 1.",108 m2,4,24 m2
457,942 000 Ft/hó,"Budapest II. kerület, Pálvölgy - Látóhegy",90 m2,3,10 m2
457,150 000 Ft/hó,"Budapest XIV. kerület, Gvadányi utca",32 m2,1,
457,90 000 Ft/hó,"Budapest VIII. kerület, Baross utca 124.",16 m2,1,4 m2
457,328 151 Ft/hó,"Budapest VI. kerület, Jókai utca",33 m2,2,
458,250 000 Ft/hó,"Budapest VIII. kerület, Kerepesi út",66 m2,2,
458,299 000 Ft/hó,"Budapest VI. kerület, Andrássy út 81.",45 m2,2,
458,245 000 Ft/hó,"Budapest VII. kerület, Kertész utca",45 m2,1 + 1 fél,5 m2
458,620 000 Ft/hó,"Budapest I. kerület, Márvány utca",110 m2,3 + 1 fél,4 m2
458,350 000 Ft/hó,"Budapest I. kerület, Toldy Ferenc utca",96 m2,3,
458,210 000 Ft/hó,"Budapest VIII. kerület, Ciprus utca",45 m2,2,3 m2
458,180 000 Ft/hó,"Budapest XVIII. kerület, Vikár Béla utca",50 m2,2,5 m2
458,450 000 Ft/hó,"Budapest VI. kerület, Jókai tér 8.",90 m2,3,
458,1 196 310 Ft/hó,"Budapest V. kerület, Belváros",100 m2,3,10 m2
458,1 116 556 Ft/hó,"Budapest V. kerület, Királyi Pál utca",120 m2,4,3 m2
458,179 000 Ft/hó,"Budapest II. kerület, Szépvölgyi dűlő",63 m2,2,6 m2
458,620 000 Ft/hó,"Budapest V. kerület, Ferenciek tere",90 m2,5,
