page,price,location,alapterulet,szobak,erkely
54,480 000 Ft/hó,"Budapest XIV. kerület, Bosnyák utca",112 m2,4,16 m2
54,480 000 Ft/hó,"Budapest XIII. kerület, Danubius utca",66 m2,3,14 m2
54,717 786 Ft/hó,"Budapest VI. kerület, Hajós utca",89 m2,3,
55,280 000 Ft/hó,"Budapest VI. kerület, Zichy Jenő utca",75 m2,2,
55,350 000 Ft/hó,"Budapest V. kerület, Papnövelde utca",55 m2,2 + 1 fél,
55,219 000 Ft/hó,"Budapest I. kerület, Krisztinaváros - Váralja",32 m2,1,
55,450 000 Ft/hó,"Budapest VI. kerület, Külső-Terézváros",70 m2,2,2 m2
55,717 786 Ft/hó,"Budapest II. kerület, Bimbó út",108 m2,3,9 m2
55,300 000 Ft/hó,"Budapest XIII. kerület, Szabolcs utca",45 m2,2,11 m2
55,300 000 Ft/hó,"Budapest XIII. kerület, József Attila tér",74 m2,3,
55,670 000 Ft/hó,"Budapest XIII. kerület, Danubius utca",80 m2,3,16 m2
55,350 000 Ft/hó,"Budapest XI. kerület, Eper utca",65 m2,2 + 1 fél,6 m2
55,878 000 Ft/hó,"Budapest II. kerület, Pasarét",102 m2,3 + 1 fél,6.5 m2
55,180 000 Ft/hó,"Budapest XIII. kerület, Kárpát utca",35 m2,1,
55,230 000 Ft/hó,"Budapest IV. kerület, Szent László tér",36 m2,1 + 1 fél,
55,275 000 Ft/hó,"Budapest XI. kerület, Pajkos utca",75 m2,3,12 m2
55,210 000 Ft/hó,"Budapest VIII. kerület, Szerdahelyi utca",22 m2,1,
55,1 200 000 Ft/hó,"Budapest III. kerület, Koriander köz",123 m2,5,30 m2
55,180 000 Ft/hó,"Budapest XIII. kerület, Kárpát utca",49 m2,1,3 m2
55,270 000 Ft/hó,"Budapest VII. kerület, Erzsébet körút",53 m2,2,
55,275 000 Ft/hó,"Budapest XI. kerület, Kelenföld",75 m2,3,6 m2
55,330 000 Ft/hó,"Budapest XIII. kerület, Tátra utca",80 m2,2,3 m2
55,495 000 Ft/hó,"Budapest V. kerület, Falk Miksa utca",115 m2,3,
56,398 770 Ft/hó,"Budapest XIII. kerület, Hegedűs Gyula utca",108 m2,3,3 m2
56,900 000 Ft/hó,"Budapest XI. kerület, Lépés utca",133 m2,5,60 m2
56,1 236 187 Ft/hó,"Budapest V. kerület, Dorottya utca",140 m2,3,8 m2
56,720 000 Ft/hó,"Budapest XII. kerület, Németvölgyi út",72 m2,3,50 m2
56,498 861 Ft/hó,"Budapest I. kerület, Attila út 119.",70 m2,4,4 m2
56,543 718 Ft/hó,"Budapest II. kerület, Szabadság utca",90 m2,4,15 m2
56,267 176 Ft/hó,"Budapest VII. kerület, Erzsébet körút",40 m2,2,
56,270 000 Ft/hó,"Budapest XII. kerület, Beethoven utca",38 m2,1,
56,230 000 Ft/hó,"Budapest XIV. kerület, Szikszó park",54 m2,2,6 m2
56,260 000 Ft/hó,"Budapest IX. kerület, Viola utca",51 m2,2,4 m2
56,340 000 Ft/hó,"Budapest XIII. kerület, Lőportár köz 6.",45 m2,2,5.5 m2
56,799 000 Ft/hó,"Budapest XII. kerület, Németvölgy",8 m2,3 + 1 fél,
56,797 540 Ft/hó,"Budapest V. kerület, Október 6. utca",80 m2,3,15 m2
56,340 000 Ft/hó,"Budapest XIII. kerület, Pannónia utca",75 m2,3,
56,558 278 Ft/hó,"Budapest II. kerület, Lövőház utca",100 m2,4,
56,250 000 Ft/hó,"Budapest XIII. kerület, Szabolcs utca",32 m2,1,4 m2
56,350 000 Ft/hó,"Budapest VI. kerület, Weiner Leó utca",90 m2,4,
56,320 000 Ft/hó,"Budapest XI. kerület, Kanizsai utca",56 m2,2,12 m2
56,220 000 Ft/hó,"Budapest III. kerület, Szomolnok utca",44 m2,2,2 m2
56,440 000 Ft/hó,"Budapest III. kerület, Csemete utca",110 m2,3,40 m2
57,799 900 Ft/hó,"Budapest XIII. kerület, Úszódaru utca",95 m2,3,50 m2
57,700 000 Ft/hó,"Budapest II. kerület, Alsó Zöldmáli út",113 m2,4,16 m2
57,180 000 Ft/hó,"Budapest XIII. kerület, Kárpát utca",35 m2,1,
57,1 116 556 Ft/hó,"Budapest IX. kerület, Lechner Ödön fasor",141 m2,4,
57,700 000 Ft/hó,"Budapest II. kerület, Alsó Zöldmáli út",113 m2,4,16 m2
57,350 000 Ft/hó,"Budapest V. kerület, Papnövelde utca",55 m2,2 + 1 fél,
57,300 000 Ft/hó,"Budapest I. kerület, Iskola utca",60 m2,2,
57,190 000 Ft/hó,"Budapest I. kerület, Aladár utca",27 m2,1,
57,220 000 Ft/hó,"Budapest VII. kerület, Király utca",49 m2,2,
57,290 000 Ft/hó,"Budapest III. kerület, Gyenes utca",56 m2,2,8 m2
57,450 000 Ft/hó,"Budapest II. kerület, Vöröstorony utca 11.",87 m2,4,9 m2
57,290 000 Ft/hó,"Budapest III. kerület, Csillagszem utca",72 m2,3,8 m2
57,270 000 Ft/hó,"Budapest XI. kerület, Sasadi köz",54 m2,2,12 m2
57,260 000 Ft/hó,"Budapest III. kerület, Szőlő utca",48 m2,2,45 m2
57,300 000 Ft/hó,"Budapest I. kerület, Franklin utca",57 m2,2,4 m2
57,500 000 Ft/hó,"Budapest V. kerület, Múzeum körút 2.",66 m2,2,
57,215 000 Ft/hó,"Budapest III. kerület, Árpád fejedelem útja 58.",37 m2,1,
57,230 000 Ft/hó,"Budapest VII. kerület, Marek József utca",35 m2,1,
57,550 000 Ft/hó,"Budapest V. kerület, Balassi Bálint utca",81 m2,2 + 1 fél,6 m2
57,350 000 Ft/hó,"Budapest XII. kerület, Nárcisz utca",65 m2,2,11 m2
58,390 000 Ft/hó,"Budapest III. kerület, Pünkösdfürdő utca",66 m2,3,18 m2
58,375 000 Ft/hó,"Budapest V. kerület, Kecskeméti utca",76 m2,3,
58,650 000 Ft/hó,"Budapest II. kerület, Hárshegy",116 m2,3 + 1 fél,20 m2
58,350 000 Ft/hó,"Budapest XII. kerület, Mártonhegy",65 m2,2,11 m2
58,250 000 Ft/hó,"Budapest VII. kerület, Marek József utca",35 m2,1,
58,1 116 556 Ft/hó,"Budapest V. kerület, Királyi Pál utca",130 m2,4,4 m2
58,280 000 Ft/hó,"Budapest II. kerület, Szász Károly utca",64 m2,2,
58,270 000 Ft/hó,"Budapest XI. kerület, Sasadi köz",54 m2,2,12 m2
58,240 000 Ft/hó,"Budapest XIII. kerület, Csanády utca",75 m2,3,
58,200 000 Ft/hó,"Budapest XIV. kerület, Herminamező",86 m2,2 + 1 fél,
58,1 016 864 Ft/hó,"Budapest VI. kerület, Révay köz",139 m2,4,4 m2
58,995 000 Ft/hó,"Budapest V. kerület, Széchenyi utca",80 m2,2 + 1 fél,8 m2
58,215 000 Ft/hó,"Budapest IX. kerület, Nádasdy utca 5-9.",29 m2,1,
58,290 000 Ft/hó,"Budapest XIII. kerület, Szabolcs utca",44 m2,2,7 m2
58,220 000 Ft/hó,"Budapest XIV. kerület, Szentmihályi út",46 m2,1 + 1 fél,
58,180 000 Ft/hó,"Budapest IX. kerület, Sobieski János utca",33 m2,1,
58,380 000 Ft/hó,"Budapest IX. kerület, Pápay István utca 7.",48 m2,2,6 m2
58,200 000 Ft/hó,"Budapest IX. kerület, Haller utca 24.",20 m2,1,
58,480 000 Ft/hó,"Budapest I. kerület, Batthyány utca",103 m2,3,3 m2
58,180 000 Ft/hó,"Budapest IX. kerület, Sobieski János utca",35 m2,1,
59,180 000 Ft/hó,"Budapest IX. kerület, Sobieski János utca",35 m2,1,
59,239 900 Ft/hó,"Budapest II. kerület, Törökvész",40 m2,1 + 1 fél,
59,390 000 Ft/hó,"Budapest V. kerület, József nádor tér 8.",59 m2,2,6 m2
59,320 000 Ft/hó,"Budapest VI. kerület, Izabella utca 45.",55 m2,3,
59,250 000 Ft/hó,"Budapest V. kerület, Semmelweis utca",73 m2,2,
59,250 000 Ft/hó,"Budapest XIII. kerület, Csata utca",43 m2,2,4.15 m2
59,598 155 Ft/hó,"Budapest I. kerület, Aladár utca",100 m2,4,6 m2
59,220 000 Ft/hó,"Budapest XIV. kerület, Wass Albert tér",50 m2,2,
59,1 236 187 Ft/hó,"Budapest II. kerület, Vérhalom",135 m2,4,20 m2
59,250 000 Ft/hó,"Budapest II. kerület, Szépvölgyi út",65 m2,2,5 m2
59,170 000 Ft/hó,"Budapest IX. kerület, Pöttyös utca",39 m2,1 + 1 fél,
59,290 000 Ft/hó,"Budapest XI. kerület, Bartók Béla út",72 m2,2,
59,300 000 Ft/hó,"Budapest V. kerület, Október 6. utca",51 m2,1 + 1 fél,
59,720 000 Ft/hó,"Budapest II. kerület, Rézmál",108 m2,4,9 m2
59,797 540 Ft/hó,"Budapest V. kerület, Alkotmány utca",91 m2,3,
59,290 000 Ft/hó,"Budapest V. kerület, Széchenyi utca 10.",63 m2,2,
59,717 786 Ft/hó,"Budapest II. kerület, Bimbó út",108 m2,4,8 m2
59,677 909 Ft/hó,"Budapest V. kerület, Magyar utca 29.",108 m2,3 fél,
59,330 000 Ft/hó,"Budapest XIII. kerület, Úszódaru utca",51 m2,2,15 m2
59,717 786 Ft/hó,"Budapest I. kerület, Aladár utca",100 m2,4,6 m2
60,500 000 Ft/hó,"Budapest II. kerület, Szépvölgyi út 82.",130 m2,4,50 m2
60,500 000 Ft/hó,"Budapest XI. kerület, Hosszúréti utca",63 m2,3,25 m2
60,350 000 Ft/hó,"Budapest XI. kerület, Bicskei utca 4.",92 m2,3,
60,299 000 Ft/hó,"Budapest IX. kerület, Márton utca 39.",55 m2,2,8 m2
60,558 278 Ft/hó,"Budapest IX. kerület, Tinódi utca 1.",75 m2,3,18 m2
60,340 000 Ft/hó,"Budapest VII. kerület, Csányi utca 9.",65 m2,2 + 1 fél,20 m2
60,438 647 Ft/hó,"Budapest VI. kerület, Andrássy út",77 m2,3,
60,398 770 Ft/hó,"Budapest VII. kerület, Rózsa utca",77 m2,3,
60,240 000 Ft/hó,"Budapest VII. kerület, Holló utca 12.",65 m2,1,1.5 m2
60,250 000 Ft/hó,"Budapest VI. kerület, Teréz körút",66 m2,1 + 1 fél,
60,235 000 Ft/hó,"Budapest VIII. kerület, Víg utca 35-39.",32 m2,1,6 m2
60,350 000 Ft/hó,"Budapest VI. kerület, Aradi utca",95 m2,4,
60,250 000 Ft/hó,"Budapest V. kerület, Molnár utca",51 m2,1,
60,285 000 Ft/hó,"Budapest V. kerület, Belváros",50 m2,2,
60,400 000 Ft/hó,"Budapest XIII. kerület, Tatai utca",118 m2,3 + 3 fél,22 m2
60,350 000 Ft/hó,"Budapest VII. kerület, Barát utca 5-7.",70 m2,2,25 m2
60,290 000 Ft/hó,"Budapest XI. kerület, Kelenföld",51 m2,2,4 m2
60,320 000 Ft/hó,"Budapest XIII. kerület, Cserhalom utca 6.",45 m2,2,9 m2
60,320 000 Ft/hó,"Budapest XIII. kerület, Szegedi út",46 m2,2,4 m2
60,250 000 Ft/hó,"Budapest XI. kerület, Kelenföld",59 m2,2,
61,260 000 Ft/hó,"Budapest XI. kerület, Regős utca",54 m2,2,4 m2
61,650 000 Ft/hó,"Budapest VI. kerület, Rózsa utca",65 m2,3,
61,290 000 Ft/hó,"Budapest VII. kerület, Király utca",86 m2,3,
61,558 278 Ft/hó,"Budapest V. kerület, Garibaldi utca",87 m2,2,3 m2
61,240 000 Ft/hó,"Budapest XIII. kerület, Szent László út",50 m2,2,2 m2
61,250 000 Ft/hó,"Budapest II. kerület, Fazekas utca 27.",56 m2,2 + 1 fél,2 m2
61,498 463 Ft/hó,"Budapest II. kerület, Gárdonyi Géza út",105 m2,3,10 m2
61,480 000 Ft/hó,"Budapest XI. kerület, Bíró László József körút",60 m2,3,18 m2
61,530 000 Ft/hó,"Budapest XIII. kerület, Teve utca",78 m2,2 + 2 fél,16 m2
61,250 000 Ft/hó,"Budapest II. kerület, Víziváros",56 m2,2 + 1 fél,1 m2
61,210 000 Ft/hó,"Budapest XIII. kerület, Újlipótváros",40 m2,1 + 1 fél,
61,598 155 Ft/hó,"Budapest XIII. kerület, Katona József utca 6.",65 m2,3,18 m2
61,1 236 187 Ft/hó,"Budapest II. kerület, Vérhalom",135 m2,4,40 m2
61,210 000 Ft/hó,"Budapest IX. kerület, Bokréta utca 7.",43 m2,2,
61,220 000 Ft/hó,"Budapest VI. kerület, Izabella utca",42 m2,2,
61,230 000 Ft/hó,"Budapest IX. kerület, Márton utca",55 m2,2,
61,235 000 Ft/hó,"Budapest VI. kerület, Liszt Ferenc tér",31 m2,1,15 m2
61,697 848 Ft/hó,"Budapest XIII. kerület, Szent István körút",101 m2,3,2 m2
61,797 141 Ft/hó,"Budapest XIII. kerület, Sólyatér utca",95 m2,4,30 m2
61,620 000 Ft/hó,"Budapest VII. kerület, Károly körút",100 m2,4,
62,250 000 Ft/hó,"Budapest III. kerület, Kenyeres utca",44 m2,2,4 m2
62,175 000 Ft/hó,"Budapest VI. kerület, Székely Bertalan utca",28 m2,1,
62,398 770 Ft/hó,"Budapest I. kerület, Úri utca",72 m2,3,
62,620 000 Ft/hó,"Budapest VII. kerület, Károly körút",100 m2,4,2 m2
62,320 000 Ft/hó,"Budapest IX. kerület, Vaskapu utca",50 m2,2,8 m2
62,190 000 Ft/hó,"Budapest VI. kerület, Benczúr utca",40 m2,1 + 1 fél,
62,490 000 Ft/hó,"Budapest II. kerület, Pusztaszeri út",125 m2,4,10 m2
62,370 000 Ft/hó,"Budapest XIII. kerület, Berettyó utca",63 m2,3,5 m2
62,390 000 Ft/hó,"Budapest I. kerület, Szabó Ilonka utca",90 m2,4,
62,538 340 Ft/hó,"Budapest V. kerület, Veres Pálné utca 33.",75 m2,2,10 m2
62,290 000 Ft/hó,"Budapest XI. kerület, Sztregova utca",50 m2,2,5 m2
62,280 000 Ft/hó,"Budapest IX. kerület, Márton utca",42 m2,2,
62,195 000 Ft/hó,"Budapest IX. kerület, Thaly Kálmán utca",30 m2,1,
62,320 000 Ft/hó,"Budapest XII. kerület, Fülemile út",66 m2,2 + 1 fél,4 m2
62,757 663 Ft/hó,"Budapest XII. kerület, Németvölgy",96 m2,4,10 m2
62,1 068 704 Ft/hó,"Budapest VI. kerület, Andrássy út 20.",114 m2,4,
62,250 000 Ft/hó,"Budapest V. kerület, Váci utca 63.",45 m2,2,
62,220 000 Ft/hó,"Budapest IX. kerület, Angyal utca",56 m2,2,
62,478 524 Ft/hó,"Budapest IX. kerület, Lechner Ödön fasor 2.",74 m2,2 + 1 fél,8 m2
62,230 000 Ft/hó,"Budapest IX. kerület, Viola utca 35.",39 m2,2,2 m2
63,358 893 Ft/hó,"Budapest V. kerület, Váci utca 79.",55 m2,2,
63,215 000 Ft/hó,"Budapest IX. kerület, Thaly Kálmán utca",35 m2,1,3 m2
63,797 540 Ft/hó,"Budapest XIII. kerület, Sólyatér utca",95 m2,4,30 m2
63,360 000 Ft/hó,"Budapest XII. kerület, Böszörményi út",61 m2,3,4.5 m2
63,165 000 Ft/hó,"Budapest XIV. kerület, Nagy Lajos király útja 212.",24 m2,1,
63,697 848 Ft/hó,"Budapest II. kerület, Hidász utca",114 m2,4,14 m2
63,320 000 Ft/hó,"Budapest IX. kerület, Tóth Kálmán utca",47 m2,2,8 m2
63,180 000 Ft/hó,"Budapest IX. kerület, Angyal utca",30 m2,1,
63,180 000 Ft/hó,"Budapest VII. kerület, Csengery utca",37 m2,1,1.5 m2
63,210 000 Ft/hó,"Budapest XIV. kerület, Angol utca",34 m2,1 + 1 fél,
63,310 000 Ft/hó,"Budapest II. kerület, Tárogató út",56 m2,1 + 2 fél,8 m2
63,295 090 Ft/hó,"Budapest V. kerület, Párizsi utca",59 m2,2,
63,290 000 Ft/hó,"Budapest IX. kerület, Haller utca",50 m2,2,3 m2
63,250 000 Ft/hó,"Budapest VIII. kerület, Corvin sétány",41 m2,2,5 m2
63,518 401 Ft/hó,"Budapest V. kerület, Hercegprímás utca",62 m2,2,
63,1 500 000 Ft/hó,"Budapest I. kerület, Gellérthegy utca",126 m2,4,59.58 m2
63,230 000 Ft/hó,"Budapest IX. kerület, Berzenczey utca",56 m2,2,2.55 m2
63,330 000 Ft/hó,"Budapest XI. kerület, Szentpétery utca",70 m2,3,10 m2
63,350 000 Ft/hó,"Budapest XIII. kerület, Angyalföldi út",94 m2,4,
63,260 000 Ft/hó,"Budapest XIII. kerület, Petneházy utca",44 m2,2,3 m2
64,345 000 Ft/hó,"Budapest II. kerület, Retek utca",71 m2,2 + 1 fél,
64,180 000 Ft/hó,"Budapest VII. kerület, Vörösmarty utca",25 m2,1,
64,580 000 Ft/hó,"Budapest VI. kerület, Benczúr utca",85 m2,3,25 m2
64,1 116 556 Ft/hó,"Budapest V. kerület, Bástya utca",117 m2,4,
64,280 000 Ft/hó,"Budapest VII. kerület, Damjanich utca",52 m2,2,
64,717 786 Ft/hó,"Budapest II. kerület, Széher út",115 m2,3,25 m2
64,245 000 Ft/hó,"Budapest VII. kerület, Kertész utca",33 m2,1,
64,520 000 Ft/hó,"Budapest VI. kerület, Hajós utca",110 m2,3,
64,349 000 Ft/hó,"Budapest II. kerület, Törökvész",71 m2,3,6 m2
64,900 000 Ft/hó,"Budapest II. kerület, Bimbó út",130 m2,4,2 m2
64,245 000 Ft/hó,"Budapest VII. kerület, Kertész utca",33 m2,1,
64,550 000 Ft/hó,"Budapest I. kerület, Dísz tér",86 m2,2,
64,389 830 Ft/hó,"Budapest VI. kerület, Munkácsy Mihály utca",60 m2,3,
64,320 000 Ft/hó,"Budapest IV. kerület, Görgey Artúr utca 75.",105 m2,2 + 1 fél,
64,400 000 Ft/hó,"Budapest VII. kerület, Marek József utca",62 m2,4,
64,800 000 Ft/hó,"Budapest V. kerület, Kossuth Lajos tér",133 m2,4,12 m2
64,600 000 Ft/hó,"Budapest V. kerület, Károly körút",84 m2,3,1 m2
64,259 201 Ft/hó,"Budapest VII. kerület, Rákóczi út",78 m2,2,
64,420 000 Ft/hó,"Budapest XIII. kerület, Gergely Győző utca",85 m2,2 + 2 fél,6 m2
64,190 000 Ft/hó,"Budapest IX. kerület, Ipar utca",26 m2,1,
65,358 893 Ft/hó,"Budapest I. kerület, Attila út",81 m2,3,
65,240 000 Ft/hó,"Budapest XIV. kerület, Egressy út",67 m2,2,
65,230 000 Ft/hó,"Budapest II. kerület, Guyon köz",37 m2,1,4 m2
65,330 000 Ft/hó,"Budapest VII. kerület, Rottenbiller utca 68.",100 m2,2 + 1 fél,
65,270 000 Ft/hó,"Budapest IX. kerület, Thaly Kálmán utca",47 m2,2,3 m2
65,220 000 Ft/hó,"Budapest III. kerület, Kiscelli utca",37 m2,1,5 m2
65,558 278 Ft/hó,"Budapest V. kerület, Szerb utca 13.",87 m2,3,18 m2
65,460 000 Ft/hó,"Budapest III. kerület, Barátpatak utca",85 m2,4,30 m2
65,230 000 Ft/hó,"Budapest III. kerület, Kerék utca",51 m2,2,
65,170 000 Ft/hó,"Budapest VIII. kerület, Szentkirályi utca",39 m2,1,
65,290 000 Ft/hó,"Budapest VIII. kerület, Rökk Szilárd utca",60 m2,3,
65,290 000 Ft/hó,"Budapest XIII. kerület, Rózsafa utca",54 m2,2,10 m2
65,360 000 Ft/hó,"Budapest VII. kerület, Király utca",65 m2,3,
65,250 000 Ft/hó,"Budapest XIV. kerület, Hermina út",49 m2,2,3 m2
65,320 000 Ft/hó,"Budapest IX. kerület, Tóth Kálmán utca",47 m2,2,7 m2
65,210 000 Ft/hó,"Budapest III. kerület, Pünkösdfürdő utca",28 m2,1,6 m2
65,350 000 Ft/hó,"Budapest XIV. kerület, Telepes utca",58 m2,3,3 m2
65,200 000 Ft/hó,"Budapest VIII. kerület, Fecske utca",30 m2,1,
65,438 647 Ft/hó,"Budapest V. kerület, Váci utca 73.",110 m2,4,
65,295 000 Ft/hó,"Budapest XIII. kerület, Felka utca 6.",100 m2,3 + 1 fél,
66,354 905 Ft/hó,"Budapest VI. kerület, Izabella utca 79.",93 m2,3,8 m2
66,200 000 Ft/hó,"Budapest VIII. kerület, Koszorú utca",32 m2,1,4 m2
66,530 000 Ft/hó,"Budapest VIII. kerület, Baross utca",89 m2,3,9 m2
66,300 000 Ft/hó,"Budapest XII. kerület, Kissvábhegy",78 m2,3,14 m2
66,320 000 Ft/hó,"Budapest VI. kerület, Belső-Terézváros",57 m2,2,
66,360 000 Ft/hó,"Budapest XII. kerület, Istenhegyi út",71 m2,2 + 1 fél,8 m2
66,270 000 Ft/hó,"Budapest XI. kerület, Sasad",47 m2,2,11.3 m2
66,260 000 Ft/hó,"Budapest XI. kerület, Bartók Béla út",60 m2,2,
66,250 000 Ft/hó,"Budapest XIV. kerület, Kalocsai utca",55 m2,1 + 2 fél,6 m2
66,205 000 Ft/hó,"Budapest VII. kerület, Rumbach Sebestyén utca",38 m2,1,
66,260 000 Ft/hó,"Budapest XIV. kerület, Lipótvár utca",57 m2,2,10 m2
66,290 000 Ft/hó,"Budapest XIII. kerület, Rózsafa utca",48 m2,2,10 m2
66,520 000 Ft/hó,"Budapest II. kerület, Lepke utca",83 m2,3,8 m2
66,220 000 Ft/hó,"Budapest XIII. kerület, Kresz Géza utca",37 m2,1 + 1 fél,
66,180 000 Ft/hó,"Budapest XIV. kerület, Uzsoki utca",24 m2,1,
66,585 000 Ft/hó,"Budapest VII. kerület, Erzsébet körút",86 m2,4,
66,300 000 Ft/hó,"Budapest XI. kerület, Kelenföld",48 m2,2 + 1 fél,5 m2
66,399 000 Ft/hó,"Budapest VIII. kerület, Józsefváros - Corvinnegyed",109 m2,3,
66,368 000 Ft/hó,"Budapest XIII. kerület, Röppentyű utca 32.",70 m2,3,5 m2
66,230 000 Ft/hó,"Budapest IX. kerület, Ferenc körút",47 m2,1,
67,220 000 Ft/hó,"Budapest VIII. kerület, Víg utca",80 m2,2,4 m2
67,320 000 Ft/hó,"Budapest II. kerület, Labanc út",54 m2,2,6 m2
67,440 000 Ft/hó,"Budapest XII. kerület, Székács utca",70 m2,2,8 m2
67,480 000 Ft/hó,"Budapest III. kerület, Barátpatak utca",83 m2,3 + 1 fél,30 m2
67,259 201 Ft/hó,"Budapest V. kerület, Szervita tér",47 m2,2,
67,470 000 Ft/hó,"Budapest XI. kerület, Somlói út",81 m2,2 + 1 fél,15 m2
67,240 000 Ft/hó,"Budapest XIV. kerület, Nagyzugló",49 m2,2,
67,380 000 Ft/hó,"Budapest II. kerület, Széher út",98 m2,3 + 1 fél,10 m2
67,290 000 Ft/hó,"Budapest II. kerület, Kandó Kálmán utca",87 m2,2 + 1 fél,3 m2
67,230 000 Ft/hó,"Budapest VIII. kerület, Fiumei út",35 m2,1 + 1 fél,4 m2
67,180 000 Ft/hó,"Budapest XIV. kerület, Uzsoki utca",24 m2,1,
67,717 790 Ft/hó,"Budapest XII. kerület, Kútvölgy",140 m2,3 + 1 fél,60 m2
67,494 000 Ft/hó,"Budapest III. kerület, Losonc utca",78 m2,3,12 m2
67,797 540 Ft/hó,"Budapest VI. kerület, Révay köz 4.",121 m2,4,
67,733 737 Ft/hó,"Budapest V. kerület, Báthory utca",92 m2,3,3 m2
67,1 050 000 Ft/hó,"Budapest V. kerület, Királyi Pál utca 5-7.",120 m2,4,3 m2
67,1 070 000 Ft/hó,"Budapest V. kerület, Bástya utca",117 m2,4,
67,350 000 Ft/hó,"Budapest IX. kerület, Ferenc körút",73 m2,2,
67,330 000 Ft/hó,"Budapest VII. kerület, Erzsébet körút 26.",60 m2,3,
67,550 000 Ft/hó,"Budapest I. kerület, Mihály utca",140 m2,4,10 m2
68,358 893 Ft/hó,"Budapest II. kerület, Retek utca 5.",106 m2,3,1.6 m2
68,219 000 Ft/hó,"Budapest XIII. kerület, Pap Károly utca",39 m2,1,
68,370 000 Ft/hó,"Budapest V. kerület, Váci utca",80 m2,3,
68,280 000 Ft/hó,"Budapest XI. kerület, Szerémi út",50 m2,2,5 m2
68,360 000 Ft/hó,"Budapest VI. kerület, Hajós utca 13-15.",64 m2,2 + 1 fél,
68,200 000 Ft/hó,"Budapest VIII. kerület, II. János Pál pápa tér",30 m2,1,
68,358 893 Ft/hó,"Budapest VI. kerület, Izabella utca 79.",80 m2,3,5 m2
68,3 987 700 Ft/hó,"Budapest IX. kerület, Lechner Ödön fasor",141 m2,4,63 m2
68,270 000 Ft/hó,"Budapest X. kerület, Hungária körút",62 m2,3 + 1 fél,4 m2
68,349 000 Ft/hó,"Budapest II. kerület, Endrődi Sándor utca",71 m2,2 + 1 fél,5 m2
68,210 000 Ft/hó,"Budapest XI. kerület, Etele út",50 m2,2,
68,330 000 Ft/hó,"Budapest III. kerület, Mátyáshegy",67 m2,2,11 m2
68,240 000 Ft/hó,"Budapest XIV. kerület, Róna utca",82 m2,3,
68,320 000 Ft/hó,"Budapest VIII. kerület, Fecske utca",56 m2,2 + 1 fél,5 m2
68,550 000 Ft/hó,"Budapest I. kerület, Mihály utca",140 m2,4,25 m2
68,299 078 Ft/hó,"Budapest VII. kerület, Erzsébet körút 39.",44 m2,2,
68,737 725 Ft/hó,"Budapest VI. kerület, Király utca",120 m2,4,
68,598 155 Ft/hó,"Budapest I. kerület, Szirtes út",116 m2,3,12 m2
68,300 000 Ft/hó,"Budapest XIII. kerület, Szent István park",30 m2,1,4 m2
68,1 200 000 Ft/hó,"Budapest IV. kerület, József Attila utca 76-80.",168 m2,5,17.92 m2
69,900 000 Ft/hó,"Budapest XI. kerület, Lépés utca",133 m2,5,45 m2
69,677 909 Ft/hó,"Budapest VII. kerület, Wesselényi utca",81 m2,3,
69,300 000 Ft/hó,"Budapest II. kerület, Kandó Kálmán utca",87 m2,2 + 1 fél,3 m2
69,850 000 Ft/hó,"Budapest VI. kerület, Andrássy út 132.",97 m2,3,6 m2
69,240 000 Ft/hó,"Budapest XIII. kerület, Szent László út 14.",56 m2,2,4 m2
69,1 036 802 Ft/hó,"Budapest VI. kerület, Király utca",86 m2,3,55 m2
69,280 000 Ft/hó,"Budapest VI. kerület, Paulay Ede utca 7-9.",53 m2,2 + 1 fél,
69,708 614 Ft/hó,"Budapest V. kerület, Váci utca 16.",83 m2,3,
69,708 614 Ft/hó,"Budapest V. kerület, Váci utca 16.",83 m2,3,
69,708 614 Ft/hó,"Budapest V. kerület, Váci utca 16.",83 m2,3,
69,882 079 Ft/hó,"Budapest V. kerület, Váci utca 16.",96 m2,3,14 m2
69,708 614 Ft/hó,"Budapest V. kerület, Váci utca 16.",83 m2,3,
69,708 614 Ft/hó,"Budapest V. kerület, Váci utca 16.",83 m2,3,
69,1 072 691 Ft/hó,"Budapest XII. kerület, Németvölgy",127 m2,5,50 m2
69,797 540 Ft/hó,"Budapest VI. kerület, Hajós utca",82 m2,3,
69,575 000 Ft/hó,"Budapest XII. kerület, Fodor utca",123 m2,3,16 m2
69,900 000 Ft/hó,"Budapest II. kerület, Vérhalom utca",147 m2,4 + 1 fél,
69,260 000 Ft/hó,"Budapest IX. kerület, Haller utca 23-25.",45 m2,2,10 m2
69,299 000 Ft/hó,"Budapest II. kerület, Csalán út 55.",83 m2,3,10 m2
69,150 000 Ft/hó,"Budapest VIII. kerület, Koszorú utca",18 m2,1,
70,1 993 850 Ft/hó,"Budapest IX. kerület, Lechner Ödön fasor",141 m2,4,69 m2
70,280 000 Ft/hó,"Budapest XIII. kerület, Viza utca",54 m2,2,7 m2
70,200 000 Ft/hó,"Budapest XI. kerület, Villányi út 72.",40 m2,1,
70,250 000 Ft/hó,"Budapest XIII. kerület, Ipoly utca 24.",57 m2,2 + 1 fél,
70,180 000 Ft/hó,"Budapest XIV. kerület, Padlizsán utca",54 m2,2,
70,300 000 Ft/hó,"Budapest VII. kerület, Damjanich utca",72 m2,2,2 m2
70,917 171 Ft/hó,"Budapest V. kerület, Október 6. utca",101 m2,3,
